0,0,0,0,0,0,0,0.025,0.069,0.538,0.9,1.156,1.338,1.25,0.95,0.506,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.05,0.613,0.956,1.163,1.325,1.106,0.263,0.1,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.056,0.588,0.95,1.175,1.344,1.263,1.019,0.525,0.038,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.056,0.619,0.994,1.219,1.375,1.281,1.031,0.538,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.056,0.619,1.006,1.238,1.406,1.281,1.019,0.538,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.075,0.181,0.481,0.644,1.175,1.45,1.106,0.969,0.413,0.063,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.05,0.075,0.556,0.625,0.425,0.394,0.6,0.394,0.319,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.081,0.238,0.25,0.644,0.413,0.563,0.506,0.6,0.069,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.1,0.194,0.563,0.506,0.938,0.731,0.331,0.319,0.156,0.05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.056,0.144,0.663,0.994,0.638,1.238,1.294,1.044,0.594,0.038,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.044,0.275,0.606,0.738,1.388,1.088,0.588,0.35,0.206,0.038,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.044,0.175,0.663,0.7,0.419,0.438,0.481,0.519,0.206,0.088,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.181,0.694,1.088,1.338,1.419,1.288,1.038,0.375,0.081,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.031,0.2,0.7,1.131,1.35,1.431,0.319,0.375,0.275,0.038,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.275,0.731,1.169,1.338,0.425,1.419,0.881,0.544,0.044,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.25,0.713,1.131,1.363,1.45,1.125,0.819,0.638,0.044,0,0,0,0,0,0,0
0,0,0,0,0,0,0.013,0.075,0.338,0.725,1.069,1.413,1.463,1.3,1.025,0.588,0.063,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.138,0.294,0.731,1.188,1.413,1.431,1.288,1.038,0.544,0.069,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.1,0.294,0.475,1.063,1.369,1.063,0.55,0.413,0.631,0.069,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.081,0.2,0.694,1.138,1.281,1.338,0.7,0.738,0.15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.044,0.413,0.781,1.294,1.5,1.519,1.375,1.113,0.713,0.063,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.044,0.413,0.756,1.263,1.45,1.475,1.338,1.088,0.669,0.075,0,0,0,0,0,0,0
0,0,0,0,0,0,0.013,0.056,0.525,0.294,1.05,1.525,1.438,1.35,1.119,0.731,0.056,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.05,0.425,0.756,1.256,0.638,0.388,1.538,0.7,0.363,0.056,0,0,0,0,0,0,0
0,0,0,0,0,0,0.013,0.05,0.425,0.769,1.275,1.506,1.444,1.231,0.981,0.525,0.163,0,0,0,0,0,0,0
0,0,0,0,0,0,0.013,0.125,0.469,0.531,1.125,1.263,0.556,0.388,0.3,0.481,0.169,0,0,0,0,0,0,0
0,0,0,0,0,0,0.05,0.094,0.45,0.794,1.269,1.444,1.456,1.331,1.106,0.763,0.088,0,0,0,0,0,0,0
0,0,0,0,0,0,0.006,0.05,0.456,0.806,1.331,1.525,1.55,0.919,0.563,0.156,0.081,0,0,0,0,0,0,0
