0,0,0,0,0,0,0,0.038,0.175,0.419,0.619,0.488,0.125,1.156,0.7,0.2,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.044,0.481,0.769,1,0.756,0.725,0.913,0.294,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.05,0.481,0.769,0.919,1.031,1.138,0.838,0.35,0.013,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.081,0.556,0.763,0.944,0.925,0.681,0.219,0.256,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.175,0.319,0.619,0.625,0.644,0.144,0.619,0.413,0.044,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.2,0.406,0.813,0.338,0.344,0.756,0.844,0.313,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.075,0.206,0.338,0.738,0.944,0.888,0.444,0.3,0.1,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.056,0.481,0.756,0.263,0.775,1.338,0.488,0.225,0.013,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.088,0.419,0.75,0.863,1.075,0.963,0.863,0.325,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.094,0.244,0.438,0.45,0.85,0.575,0.819,0.175,0.019,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.05,0.506,0.788,0.956,1.094,1.05,0.838,0.213,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.05,0.138,0.206,0.188,0.156,0.238,0.363,0.206,0.088,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.213,0.269,0.275,0.919,1.019,1.088,0.469,0.35,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.031,0.05,0.506,0.794,0.975,1.088,1.175,0.931,0.306,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.044,0.506,0.794,0.981,1.131,1.175,0.938,0.381,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.044,0.506,0.794,0.969,1.125,1.15,0.913,0.369,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.044,0.525,0.813,1.006,1.169,1.206,0.95,0.381,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.081,0.2,0.531,0.806,0.988,1.15,1.163,0.913,0.369,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.063,0.175,0.388,0.688,0.669,0.619,1.044,0.994,0.406,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.056,0.519,0.806,0.994,1.188,1.188,0.944,0.406,0.006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.013,0.088,0.219,0.306,0.538,0.35,0.163,0.2,0.313,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.088,0.231,0.319,0.344,0.4,0.675,1.063,0.35,0.125,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.075,0.563,0.494,0.706,0.794,0.488,0.331,0.281,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.125,0.275,0.256,0.319,0.25,0.3,0.231,0.15,0.013,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.081,0.25,0.544,0.85,1.044,1.231,1.213,0.963,0.444,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.038,0.144,0.281,0.5,0.969,0.394,0.125,0.631,0.369,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.056,0.544,0.856,1.063,1.263,1.15,0.975,0.494,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.056,0.55,0.875,1.056,1.306,1.2,0.856,0.456,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.019,0.044,0.613,0.888,1.106,0.825,0.706,0.794,0.3,0.019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.063,0.575,0.919,1.063,1.05,1.238,0.994,0.481,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.106,0.131,0.456,0.838,0.944,0.513,0.319,0.45,0.094,0.025,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.056,0.569,0.913,1.113,1.144,0.381,0.619,0.531,0.031,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025,0.05,0.575,0.931,1.15,1.338,1.256,0.888,0.456,0.075,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.094,0.194,0.606,0.813,1.156,1.106,1.131,0.994,0.488,0.025,0,0,0,0,0,0,0
