266.6133333,186.9866667,579.92,319.2266667,208.9866667,572.32,385.4933333,281.7866667,309.2266667,370.6133333,239.44,203.3866667,564.1333333,336.6133333,211.2266667,262.1866667,550.2933333,286.88,220.4533333,542.4533333,342.48,222.0533333,477.52,547.0933333,
254.1866667,220.96,593.2,311.0133333,206.7466667,565.1466667,339.8933333,280.8533333,368,367.9466667,234.24,199.84,550.72,324.2133333,211.4666667,308.2933333,561.6266667,280.6666667,239.9733333,529.2266667,327.0133333,215.2266667,507.0933333,518.5333333,
242.48,282.72,618.64,291.6,202,554.1333333,324.1866667,282.7466667,422.5066667,359.8133333,240.4533333,199.2533333,549.2266667,309.6,209.1733333,305.84,546.8266667,271.52,237.2,545.9466667,322.64,211.28,524.3466667,424.1333333,
247.44,388.8,623.0133333,294.0266667,197.2266667,579.3866667,335.0133333,263.84,445.6533333,347.3333333,240.8533333,186.08,550.6933333,322.4533333,210.8,368.4533333,529.7066667,256.6666667,280.6666667,538.0266667,320.48,210.1333333,547.9733333,365.4933333,
237.2,452.1066667,604.7733333,280.9066667,193.0133333,560.9066667,315.2266667,258.5866667,477.2266667,347.84,230.1866667,181.8133333,568.0533333,323.52,204.08,388.5866667,505.84,252.0266667,332.1066667,546.0533333,309.3866667,205.4933333,454.0533333,346.2933333,
229.4933333,506.1066667,553.0933333,252.48,186.64,556.1066667,310.24,251.4933333,540.64,342.8533333,227.8666667,233.3066667,570.8266667,308.9066667,197.1466667,393.8133333,454.5866667,241.0133333,405.68,527.7066667,305.0133333,199.4666667,559.8933333,333.3333333,
221.5733333,541.2,540.2666667,240.16,185.5466667,535.2533333,309.0133333,249.4133333,552.9333333,307.2266667,222.2666667,286.16,550.9066667,309.8133333,197.3866667,417.8666667,421.2266667,245.8133333,462.3733333,517.68,292.9866667,197.4666667,564.1866667,323.0666667,
218.0266667,578.56,485.7066667,229.7066667,185.8133333,554.32,299.2,244.5333333,579.52,283.4133333,222.32,374.8266667,546.6666667,311.1733333,202.2933333,430.72,371.12,233.7333333,518.32,503.9733333,261.0933333,190.3466667,567.12,326.32,
211.36,586.4,439.9733333,225.4933333,187.52,566.08,296.6666667,244.1866667,583.5466667,294.8,217.4933333,427.1466667,558.1333333,284.9066667,203.2533333,418,336.4,227.4666667,572.24,479.4933333,256,189.68,564.2666667,334.08,
207.52,598.8,376.0533333,219.92,209.0133333,567.44,272.4533333,244.24,548.5066667,305.0666667,217.6,452.4533333,531.1466667,269.4666667,193.2266667,399.2,324.48,220.1333333,604.72,425.5466667,246.4,244.24,577.7866667,331.04,
202.48,606.48,340.56,218.64,242.64,575.0666667,276.2666667,237.7066667,528.64,297.12,220.8,515.84,526.2133333,259.44,185.44,390.0533333,323.7866667,214.2133333,605.28,381.1733333,221.2266667,306.2666667,573.28,312.1333333,
196.0266667,604.4266667,342.8533333,207.28,288.16,530.5066667,277.4933333,229.04,530.2933333,286,208.9866667,533.52,519.68,251.7066667,197.2533333,379.3866667,308.9066667,213.1466667,611.8666667,324.3733333,212.3733333,402.96,564.9866667,290.4,
197.28,630.1866667,359.92,205.92,306.5333333,502.24,268.1333333,229.5466667,548.5866667,252.64,204.24,540.0533333,432.1866667,239.0666667,190.9333333,374.0266667,313.6,210.6133333,606.1066667,299.7333333,204.5866667,436.3733333,568.2666667,280.4533333,
191.6533333,612.4533333,341.76,208.6133333,353.76,468.08,249.3866667,269.3066667,571.4666667,249.7866667,197.68,566.1066667,397.2266667,233.7333333,203.4133333,361.1466667,312.72,211.4666667,614.6133333,292.5866667,202.32,496.8,564.96,291.9466667,
182.3733333,600.5066667,322.4266667,208.16,349.92,428.16,234.6133333,316.9333333,581.52,248.24,197.8933333,575.36,403.7866667,230.4533333,229.5466667,348.9066667,309.92,200.0533333,619.04,298.6666667,196,563.2,535.7066667,276.7733333,
222.96,594.8533333,312.5333333,203.8133333,352.1333333,371.6,230.6933333,381.84,601.28,239.0666667,199.12,572.4533333,377.8666667,232.88,274.9866667,322.8266667,300.0266667,192.9066667,599.7066667,294.96,201.4666667,570.6133333,498.0533333,267.3866667,
293.9733333,591.4666667,309.6533333,197.4933333,373.0933333,360.9066667,232.8533333,470.96,596.1333333,241.2,196.48,565.5733333,350.64,232.48,332.32,325.5733333,297.4933333,194.6933333,607.2,305.3066667,207.1733333,583.4133333,421.0666667,253.36,
410.08,584.1866667,288.4,184.4533333,377.2,348.2933333,219.7066667,527.3066667,564.0533333,243.1733333,190.4533333,546.8533333,344.1866667,226.3733333,334.6133333,334.24,279.6266667,243.2266667,625.8666667,302.4533333,197.8933333,588,358.88,230.9866667,
444.64,569.5733333,281.0133333,185.2,356.56,324.7733333,219.6,595.12,553.4133333,245.9466667,189.7333333,553.7866667,335.6,216.48,323.6,324.9866667,264.7466667,306.4533333,597.7066667,289.9733333,196.16,563.84,346.8533333,235.9733333,
473.3333333,584.7466667,278.6933333,179.2266667,330.88,332.2666667,216.5066667,617.4666667,496.6666667,233.6,224.72,560.4533333,312.08,213.8666667,349.0133333,310.2666667,252.1866667,400.32,551.6,291.92,193.6266667,557.3066667,339.7333333,232.4,
508.32,576,265.0133333,171.7066667,346.5866667,338.2133333,216.6933333,626.5066667,399.6,212.1333333,304.8,561.5733333,310.88,214.16,373.2266667,297.84,252.72,413.44,536.88,272.0533333,187.1733333,562.9066667,330.9066667,227.68,
523.2266667,554.3466667,256.24,177.2266667,325.5733333,320.24,209.5466667,621.6533333,352.9333333,212.5333333,406.32,545.7333333,297.12,214.16,376.16,314.5866667,250.7466667,456.08,517.2533333,269.0933333,175.8933333,573.0133333,317.92,219.68,
540.6933333,533.04,250.7733333,187.2533333,283.76,290.5066667,201.76,623.4933333,354.1066667,213.1733333,459.6266667,539.2266667,271.04,211.3333333,378.1333333,318.9333333,243.52,509.0933333,491.1733333,268.32,176.9866667,560.8,335.6533333,214.96,
551.7333333,481.5466667,232.0533333,213.36,272.1866667,267.8666667,198.5066667,633.3333333,365.6,206.9333333,504.8266667,532.3733333,274.32,205.8933333,356.2666667,318.5866667,235.0133333,539.3333333,462.1333333,239.92,181.2266667,548.08,321.4666667,209.4133333,
566.5866667,444.96,222.1333333,263.8933333,271.4933333,258,198.7733333,627.92,355.3866667,208.4266667,543.8666667,506.8533333,259.0933333,204.4,340.96,302.8266667,236.6933333,540.3466667,397.2,233.4666667,191.9733333,540.5333333,297.2533333,214,
